gene	logFC
VMA13	-0.127034
MIC26	0.63313
DOS2	0.167136
RPL31B	-2.375204
SNU114	-0.262474
SMC6	-0.305758
ALG9	-0.176348
KRS1	-1.281514
SDC1	-0.97065
MST27	0.704272
YGP1	4.393442
SEC59	0.375784
MFB1	0.73763
ADP1	0.57524
POR1	0.12466
SPB4	-1.42014
CPR1	-0.42243
GTS1	0.990298
YDC1	1.310842
GPI11	-0.647752
TIM54	-0.560686
DDI3	0.46553
PIN3	0.789466
SRP21	-0.33798
CDC19	-0.998522
SPC72	0.251892
ZIP1	1.019644
MCH4	0.64468
GNT1	-0.646486
MRPL49	-0.386894
CHS7	-0.535044
TAF14	-0.296648
SNR46	-0.28365
SNR47	-0.313052
SNR44	-0.515708
SNR45	-0.448542
SNR42	-0.607232
SNR43	-0.311802
SNR40	-0.29466
PWP1	-2.894482
PRP21	0.16842
SNR48	-0.280814
SLN1	-0.467548
RGS2	0.124942
HSP31	2.311334
ADY3	2.19338
ATP18	-0.716224
HCS1	0.267862
YIG1	0.886088
CSM4	0.237528
POP8	-1.955468
SPF1	-0.63992
SDH5	0.883314
SYO1	-2.967886
CLA4	0.226
BSD2	1.025474
COS10	-0.730318
DAT1	-1.845612
SOD2	0.417208
RET2	-0.171992
SYF2	-0.151224
KIN3	-0.644668
RPS12	-1.648828
HST3	-0.023368
ECM3	0.73861
RPB9	-0.661388
ADH4	-0.817594
TOG1	0.39687
SPG4	3.212638
DNF1	-0.263902
MIP6	0.600808
RHB1	-0.088388
SNF3	1.09577
RPB3	-0.285556
SNF4	-0.1114
SLM4	0.562672
NGG1	0.339314
YRA1	-0.186052
RPL28	-1.459524
VPS52	0.943318
RET1	-1.265314
NPR1	1.349504
TDH3	-0.938236
COR1	0.899358
RDL1	1.1125
GDB1	3.714466
VHR2	0.369314
SPA2	-0.724312
POL30	-0.846674
PRP6	-0.315018
ALE1	-0.761624
PEX6	0.151354
RTT109	0.281056
SCW11	-1.342844
GPI1	-0.13177
SPO1	0.20721
MRN1	-0.42949
BTT1	0.462562
IRC18	0.061996
CDC34	0.183416
FLR1	-0.07406
BSP1	0.10956
APE1	2.738232
AVL9	-0.193826
RRN5	-0.096194
NUR1	1.08047
PET20	1.017742
EXO84	0.009686
GIS1	2.534514
SWD3	0.416928
ELC1	-0.08944
YKT6	-0.544772
ATG18	0.583024
NRK1	-0.084344
GPI14	0.012162
BCH2	0.55892
CUP1-1	-1.856612
TUL1	1.479806
BLI1	0.232732
NUP85	-0.367048
GPI12	0.840958
BUD26	-0.25551
GYP8	-0.031606
FLC2	-0.259304
RDS2	-0.156606
YME2	1.155498
HSP12	8.59526
GCV2	-0.261016
LDH1	1.340284
HBT1	5.800872
SNF12	0.283702
COQ3	1.328104
STE50	0.695398
NAR1	-1.564082
PCS60	0.456846
GON7	-0.791134
NST1	-0.095922
GCD11	-1.479016
ADH1	-0.986704
SAM4	-1.304588
API2	0.218548
KSS1	-0.050756
SNR189	-0.191192
PDA1	-0.403012
PFA4	-0.049456
FMP40	2.87309
LSM12	-0.45421
RTC1	0.192046
SUP53	-0.875216
SUP56	-0.780444
SCC4	0.022178
PRE6	0.35839
TRP3	0.036764
SPP382	0.522528
HMLALPHA1	-0.173278
SAH1	-1.635118
KRR1	-2.313276
IOC2	0.419456
HMT1	-2.728732
AFB1	-0.048598
RPA12	-1.872738
VBA5	0.684806
ACE2	-0.013216
NAT1	-0.688194
TSC13	-0.24978
PRP16	-0.097748
VPS71	0.898246
ICP55	0.335636
INP1	0.50159
TRM9	-1.25562
DRE2	-0.383792
PAU11	-0.072344
KIN4	-1.02597
ETS1-1	-1.156844
PXR1	-2.93254
HXT13	0.392774
OAC1	-1.014266
ZRT3	-0.225666
SPT21	-0.25026
CTF3	0.503064
HXT2	-1.409162
MGT1	0.608602
TDH2	-0.884326
IES5	-0.120506
FRE1	-2.879486
CTR86	-0.410362
VTC2	-1.150394
MND1	0.955422
NUP53	-0.248822
EPO1	0.59536
PRE2	0.336322
SEC16	-0.544362
URN1	0.05092
TDH1	-0.152002
PRO1	-1.1072
MMS2	0.030408
TEF1	-1.256236
YIP1	-0.512026
YRF1-8	-0.438758
VMA21	-0.981718
SDH8	1.151892
GCN2	0.292854
RIM2	0.045732
TMA20	-1.10514
RSB1	1.89533
PTC4	0.439372
KHA1	1.185536
DST1	-0.069382
BNI5	-0.302832
SNR68	-0.38772
SNR64	-0.50907
SNR65	-0.497422
SNR66	-0.419214
SNR67	-0.522618
SNR60	-1.074702
SNR63	-0.339952
SEO1	-0.034584
CSM2	-0.342062
PAN6	-1.958202
COA2	-0.096508
PUT3	-0.008126
BIR1	0.339224
GDE1	-0.454888
ECM25	0.569644
NFU1	0.084308
YEF3	-2.132568
RCK1	1.388814
DSC2	1.074358
TPK2	2.1393
HOL1	-0.288626
MNT3	-0.205076
RPN10	0.086784
ATC1	-2.009196
VAN1	-0.224426
POP1	-0.829742
SOG2	0.705516
THI20	0.687166
HXK1	6.120918
DFG10	0.207416
SGD1	-1.251734
NIC96	-0.118102
NNF2	-0.078954
MTL1	1.23978
VEL1	0.581996
GEP4	-1.464274
MUM2	0.176568
KAR9	0.037268
CHD1	-0.387376
RPS26B	-2.582046
FYV5	0.351222
PIN4	-0.12771
SLD3	-0.072794
SEC9	0.820432
LDB16	-0.03515
ARC1	-0.954212
MMS21	0.001764
PZF1	-0.195566
XKS1	3.104422
VPS60	0.29212
EDE1	0.365226
SFG1	-3.157512
POM33	2.16611
HOF1	0.114018
INA17	-0.051314
TRP5	-0.32589
SPC19	-0.060438
CHL4	0.70016
SAY1	0.330168
LAP2	0.999052
VTH2	-0.115902
RPS0A	-2.04961
PDH1	0.477942
TRX3	-0.49081
ZIM17	-0.334136
DBF4	0.213414
VPS4	-0.435482
MGA1	2.24547
BET4	0.756872
GPM2	3.092532
DPH6	-0.589256
ERT1	-0.684692
AMD1	-0.567124
AUA1	0
BST1	-0.056276
MRT4	-2.893292
ZNF1	0.69715
UBP2	0.880114
NIT2	0.183182
HSP150	-0.593552
PAN5	-0.21391
SRL4	0
FUB1	1.17899
HSK3	-0.027354
ARH1	0.116706
MST1	0.995386
PES4	0.307032
FAR11	0.344362
GEF1	-0.024162
CLB2	-1.326344
COX6	0.398132
SET3	0.924296
PAM16	-0.66188
DLD1	0.955406
CMC4	1.77386
QRI1	0.31217
DSS1	0.282132
VAM3	-0.16724
RPL5	-1.54205
NUP159	-0.414678
IZH4	-1.393676
ARG3	1.149438
KEL1	0.182316
CYS4	-1.200486
ADE4	-1.044866
YMR31	1.006976
DAL2	0.695304
MIF2	0.095496
TSR3	-0.627092
YSH1	0.105984
CIN5	2.766288
SNZ2	-0.011142
VPS8	0.898396
AIR1	-1.940788
ADE8	-1.073682
HDA3	0.481652
DID2	0.324218
AAH1	-3.846364
PXL1	0.209196
ERG8	-0.345372
SNU66	-0.353636
YIA6	0.501806
SPS1	1.075142
RPL1A	-1.621716
FDH2	0.721824
MIX14	1.063582
RPB11	-0.806698
SAS5	-0.417162
RML2	-0.01778
SWS2	0.144228
SDT1	-0.15027
LYP1	-0.752078
VAM10	0.121308
COX15	0.963522
DOA1	0.560912
MER1	0.467748
CHA1	-0.069286
USA1	1.142042
ARE1	-1.050276
SNT1	0.026418
SPO71	1.14021
YPS6	1.247912
TIF1	-1.305378
SPS19	1.520238
MNN5	-0.888198
PRO3	-1.0025
HPT1	-2.985554
PPZ1	0.755696
FDH1	0.145908
CKI1	1.159866
CDC7	0.513036
SLD7	-0.205712
IRC13	-0.457962
COS12	0.195418
BGL2	-0.988986
CYR1	1.433904
MTR4	-2.646974
MRPL11	0.032368
CPR6	0.190728
SPO20	0.777772
TRP2	-0.485448
CTO1	0.127006
SAC3	0.223478
YIM2	0.748412
SEY1	-0.476042
COG4	0.373444
AAD14	0.413586
SEN54	-0.427356
CNL1	-0.463104
REC107	0.211556
MF(ALPHA)2	0.15453
AIM44	-0.86914
PSD2	0.5386
SPT20	0.635026
DIB1	-0.318252
EFM3	-1.729092
PHM6	-3.283062
KEX1	-0.055908
VMA2	-0.665762
STD1	-0.512104
LEU1	-0.602898
ASG1	-0.347122
YPR1	1.54019
DYN3	0.299184
DAD1	-0.189424
TOP3	-0.569928
ERG20	-0.246756
ARA1	1.5938
SLU7	0.91552
MAK31	-0.809978
SPC42	-0.120522
SUN4	-2.482136
PEX25	0.238648
ARC19	0.251614
PUT2	1.243674
YAP7	-0.460536
BIO4	0.314084
NAB6	0.827358
SKN7	-0.85091
SMF1	-0.73237
ATG4	1.336318
AIM39	1.250226
IRC7	-2.555804
URA8	0.478844
GAS2	0.958406
SFM1	-1.53642
GLC7	-0.070956
RAD4	1.494864
UFD2	0.629236
KIC1	-0.129056
ZRC1	-1.634786
NSA1	-2.016428
SPS100	5.059834
VPS17	0.954202
MLC2	-0.052578
ALD4	5.205812
PAU17	1.062716
FYV8	1.459178
MOH1	0.944722
HMF1	-0.609586
TOF2	-0.21612
ARP6	0.095002
SYC1	-0.44931
SRB8	0.394198
CAD1	0.601756
AIM45	-0.310184
APL6	-0.141832
CET1	0.872928
MPS3	0.122348
ASC1	-1.343474
SLM2	-0.16135
CTA1	0.9335
RPL30	-1.93803
HCA4	-2.930602
RPS30B	-1.726238
TPI1	-0.898926
ADE6	-1.736384
RFA2	0.031752
CIN2	-1.079706
SRG1	0.02526
CCW12	-1.16782
DLD3	-0.343286
MFT1	0.20621
ALR2	0.508276
PHO88	-1.89812
VPS1	0.131854
CCW14	-0.685924
PER33	-0.270476
NIS1	-0.997758
LSM1	-0.62402
NAT3	0.722032
LTV1	-2.566148
PHO92	0.263792
MPH1	0.504946
TSA2	1.406188
ESBP6	1.382268
ASP1	-1.351238
CIT1	1.865886
RPS3	-1.86907
TAF10	-0.481942
ESS1	-1.374702
TCO89	0.38745
CPR2	-0.28803
BUD3	-0.65728
IME2	1.281594
RDR1	0.359806
DUN1	0.425126
NGL2	-0.114664
COX19	-0.250962
PRM5	0.29504
PEX22	0.798318
GIP3	0.369654
ITR2	-0.834608
LIN1	-0.297976
CHO2	-0.293742
HUR1	0
HAL5	0.728
PEX32	0.803656
FKS3	0.497198
MOT3	0.780832
MPC2	-0.137256
SMD2	-0.009784
UTP23	-3.305858
RUP1	0.70383
HO	-3.012532
SPC105	0.63279
OXP1	0.174218
RAD18	0.496028
SWR1	0.601654
APM3	-0.08894
SRP40	-2.897306
FSH2	-0.369586
MGM1	0.274362
MTC3	-0.250222
FRT1	-0.17109
PAU7	1.041844
DUR1,2	-0.010654
SNF6	-0.04522
ACB1	-0.58162
DDI1	1.23311
VNX1	0.915422
ERV29	-0.058802
RPS14A	-1.52489
ARP10	0.170166
MMM1	0.108142
HES1	-0.092604
VMR1	1.7243
SIP18	3.017858
AI3	0.13634
SEC39	0.200596
AI4	-0.266578
PDC1	-1.227832
ECM2	0.45636
ICT1	0.557278
SMP3	-0.320582
MBF1	1.408738
CSI2	0.4369
TIF35	-1.841358
SPT5	-0.572752
RPS24A	-1.907474
RPN3	0.663892
ERG12	-0.95271
AFG1	0.704454
ATP12	0.174238
SAK1	-0.37165
BUD28	0.014686
NUP133	-0.419066
STI1	0.742814
PSR2	0.28758
RPS9A	-1.718678
WSC4	-0.28862
MRP10	0.308696
CLB4	-0.089064
RTN2	5.275898
SPO14	0.408028
TDA9	-0.246306
SVP26	0.016846
SHC1	2.013852
ECM16	-2.004534
VPS53	0.022402
CEG1	0.418946
AIM36	0.034486
VMA9	-0.782882
CWH43	-0.341706
RPS8A	-1.797322
COX4	0.419842
EAF6	-0.386806
CSM3	0.363636
RPS28A	-1.588866
YTH1	1.198442
CCE1	0.695434
AIM2	-0.099242
ROD1	1.592844
MCM6	-0.217292
GRS1	-1.473094
LDB17	1.501374
ARG7	0.270962
ERG5	-1.12263
MRPL35	-0.035104
FLO9	0.161926
SWM1	0.03614
RTC2	0.825536
YDJ1	-1.37193
HHT2	-0.396316
OM45	3.874212
MMR1	-0.352014
AHC1	0.818264
NUP1	-0.642594
RPL2B	-1.906524
MSC7	-0.686334
CHK1	0.320254
MNL1	-0.881534
RPS23A	-1.753634
SNR24	-0.190272
MNT4	0.89406
SCC2	-0.402702
RPL18A	-1.81235
CST6	1.28662
GAL11	0.073638
TOM6	-1.480716
HUA1	1.274168
RTC6	-0.423856
AIM20	-1.708292
RSM26	-0.186748
PCC1	-0.784484
SPO77	-0.011918
PEF1	0.09846
ARF1	-1.261188
RPL15A	-1.295194
UBC4	-0.304048
GRE3	3.729948
MCD1	-0.177216
SEM1	-0.068756
MDH3	-0.095542
HNT3	-0.249954
PPM1	1.226636
FMC1	0.190876
ISA1	-0.122526
LDB19	-0.155838
SHU1	0.24073
YPP1	-0.300166
RFA1	0.649834
TEM1	0.444764
PUN1	2.430874
CSF1	-0.476192
AAC3	-2.169382
MIH1	0.560932
ISF1	1.839712
CRM1	0.188302
FOL2	-0.423676
HNT1	-0.18364
ICL2	-0.502564
STT3	-0.833952
INO1	2.485118
SCJ1	-0.632352
YHM2	-1.438802
RPL37B	-1.891092
SPT4	-0.74871
ATP20	-0.667884
SDA1	-2.684304
SRP68	-0.241702
ITR1	-0.055988
RTK1	1.94272
SMD3	-0.668106
AAD6	0.344708
YMC2	-2.228014
MAP2	-0.277048
CAM1	-0.528806
SPN1	-0.00562
ARG2	0.321732
NMA111	-1.018734
VPS74	-0.01763
RPT1	0.182562
PEP7	0.76574
PTK1	-0.441276
COG6	0.930808
RAD28	0.21075
LSB6	0.761582
IXR1	-0.632176
CUP1-2	-1.993174
PIR3	1.090286
HST2	0.406372
MSS2	0.517466
WSC3	0.179522
SRB6	0.12694
COX5B	2.615574
ALY2	0.4234
RTT107	-1.417834
ISU1	0.336644
UBP15	1.573584
BUD9	-0.929568
PEX18	0.530322
PIG1	0.825032
NBP35	0.584428
ATG22	0.395696
TOA2	-0.45212
MDH1	0.75624
MVD1	-1.09529
HAL9	1.059888
EFM4	-2.351328
JEN1	1.711644
RPL40B	-1.437632
SNU71	0.566068
NUP188	-0.13123
SNR161	-0.434302
UBC12	-0.182756
FRA2	-0.687936
MEK1	0.306364
IWR1	0.755576
RIM101	0.476368
FDC1	-0.063236
MMT1	-0.825578
BIO2	-1.121266
PHO87	0.21277
ABP140	-0.656966
MDM32	0.391196
COX1	-0.409134
TIP1	-1.922968
TVP15	1.083936
ORC3	-0.093394
TPA1	-1.729178
RPL12A	-2.041094
ERV25	-0.403342
RPL34A	-1.625174
AQY1	0.82762
RFC1	-0.613548
POL12	-1.125142
RTT106	0.053834
FRS1	-0.898486
REB1	0.422212
MTD1	-0.153988
LDS2	0.698338
AZR1	-0.280106
PAA1	-0.139878
RGL1	-0.078476
TRR1	-1.20224
PRE3	0.521588
GND1	-0.992886
AIM33	0.307486
PUP3	0.18048
SPC34	0.427394
TUB4	-0.292216
AST2	0.953186
MAK32	0.721066
NAS2	1.529508
AAR2	0.669268
TIF11	-1.3441
PNS1	5.02495
CPR3	-0.538256
YAP5	0.531552
YTA6	0.23134
BNA1	1.02157
DCW1	-0.41939
ADH5	-0.514072
FCF1	-1.021822
RPB2	-0.371384
CBP4	0.321498
SPT16	-0.044744
SPE1	-0.41605
SUA7	-0.325404
ENT3	1.074126
SAM37	0.696732
BNA2	1.734758
AMS1	2.519866
GCD10	-2.211718
HOS3	0.699566
FAR10	0.665222
TEF2	-1.329342
GNA1	-0.153322
FLX1	-0.18705
TVP23	0.016202
CKA2	-0.774918
GCD2	-0.879296
HED1	1.297598
CDC1	0.144042
RFC3	-0.15797
TDA8	0.250574
RUB1	-0.99723
PPS1	-0.3213
CCR4	-0.573912
MDH2	0.601282
COT1	0.220906
JJJ1	-1.3865
TFC1	0.276538
TAF5	0.021244
WHI2	-0.609314
UGO1	0.886976
CAP2	0.32651
CBR1	-0.836484
OPI9	0.577286
ARG80	-1.145774
KAP95	-0.578874
IGO1	0.759664
OGG1	-1.884502
PYC2	-0.96735
FRE4	1.003058
NDI1	1.978656
TRR2	0.564796
IBD2	-0.463776
PDX3	0.428416
SEC18	0.17087
VPS54	1.122922
KEL3	-1.109918
RMD1	0.15925
HRD1	0.955564
SAR1	-0.796346
PMU1	-0.75774
MRP4	-0.18694
MRS6	-0.672656
SAC7	0.140768
PIC2	2.43274
ARL3	0.18471
TIM22	-0.30958
GAL2	0.877256
SMA2	0.069152
YPT52	0.44985
PMA1	-2.024694
BER1	-0.44354
NOP16	-2.01704
PCL2	0.100506
HAA1	0.189884
GET1	-0.700168
ADH3	-1.845358
MED11	-0.22647
SKY1	0.044114
NEM1	1.121306
SAM2	-1.563796
VHT1	0.290648
CPD1	-0.04916
ATH1	3.291254
WBP1	-0.5854
VPS3	0.82769
CWH41	-0.453916
AIM46	1.119752
RAM1	-0.070646
PBS2	0.344332
BRN1	0.007208
YCG1	-0.282606
JEM1	-0.18437
DXO1	-0.103232
TOM70	-0.662172
CTF4	0.20055
SPP1	0.312098
QCR8	0.94242
RCK2	0.5624
MEF2	1.527146
PRS4	-1.627122
CWC15	0.31267
NSE4	-0.387626
IPP1	-0.509796
KSP1	0.94326
FAR7	1.738164
IRC15	3.830528
NUT2	0.016584
UBX6	1.215364
PIS1	-1.279562
KDX1	0.890008
MRPS5	-0.035252
SDP1	3.213866
PRE9	0.12891
MDM34	1.073758
OAF1	0.749638
GEX1	0.820542
RPC34	-2.090696
MKK2	0.165764
SPO12	-0.823276
KTR5	-0.176444
CDC23	0.659934
MET18	0.136362
SRM1	-1.185642
RPN8	0.469386
RNR3	1.589116
AVT7	0.098828
SPO74	0.331796
COQ2	-0.403058
ATX1	-0.55893
CUE4	-0.244832
ADF1	-2.151028
OCA1	-0.239004
UFD1	1.062946
ESL2	0.86072
SIP1	0.477864
IRC6	0.377418
AIM17	5.041622
ACO1	-0.75808
SNX3	0.428398
IRC5	-0.266048
CYC2	0.449802
EDC1	0.807912
ARP1	-0.413798
TIM21	-0.335086
MGM101	-0.405996
ATP15	0.052848
FIT3	-0.726574
EAR1	0.47238
TAF2	0.697622
RRP43	-0.722674
VTC3	-2.727768
RPS0B	-1.986052
TRM732	-1.505104
TRM7	-1.605884
PNO1	-2.522098
APL3	0.315716
RPC82	-1.62479
ADE2	0.681318
GPN2	-0.398448
STP4	0.126156
HAT2	0.3409
SPS18	0.404122
SPC3	-0.752222
FMP23	2.216868
TOF1	-0.344194
SFL1	-0.63166
MHO1	2.304514
RPL20B	-1.920432
COX16	0.69604
RPS21A	-1.950198
PET54	0.999688
DDP1	-0.384176
IOC4	0.38699
AIM32	0.3339
TKL1	-1.351858
TUB1	-0.510438
PFS1	0.040826
AMD2	0.114292
CBF5	-2.681014
SNP1	-0.68334
TIF2	-1.346232
SSA4	4.437504
RRN7	-0.933654
ACS2	-0.524192
ILS1	-1.094846
PCL10	0.738462
DCN1	0.581936
BET3	0.283234
SUP45	-1.128544
SSS1	-1.099224
PSH1	-0.369276
COA3	0.132794
UBP16	0.189014
LCB3	-0.129134
FMP33	3.108678
UTP6	-1.977956
RPS22B	-1.365882
MTR2	-0.50017
OPI8	0.025172
UTH1	-0.990872
CRD1	1.553538
SOV1	0.540008
STB4	0.143484
RDN37-1	-1.28173
CBP1	-0.100792
AKR1	0.05747
PRC1	0.719736
SSP120	0.401266
DUG2	0.273316
ERS1	0.918912
SLX9	-1.406052
FUS3	-0.913422
INO80	-0.29583
CIN1	1.082958
PUS4	-1.220058
HSP42	4.98889
BIT2	0.612482
PMT2	-1.295284
RSF2	0.589552
RTS1	0.369824
ECM19	-0.398374
RPL6B	-1.87377
TFB1	0.450262
LEU5	1.107128
TRS31	-0.30409
CUZ1	1.165504
LDS1	0.20901
MIC27	0.980104
YBP1	0.682486
NDD1	0.08848
RVS161	0.341132
GGA2	-0.655954
RPS11A	-2.14092
IST2	-0.17782
SWD1	0.631314
TAF9	-0.05688
RGA1	-0.451026
PLB3	0.657664
NUP2	-1.07583
PUF3	-0.045178
ICR1	0.709948
YRF1-1	-0.451504
ECM12	-0.488692
HSE1	0.925296
VIP1	-0.225756
PCF11	0.60076
FMP52	-0.06883
LSC1	0.607982
MIC60	1.029046
PRP19	-0.406878
ARP2	0.385998
SMF3	0.31318
EMP70	-1.581284
VMA10	-0.623752
ROX1	-0.042396
SER1	-0.426692
RPT2	0.553266
SPG3	1.521704
PET123	0.308004
YME1	0.383198
MZM1	0.153278
YAP1802	1.504712
DGA1	1.43332
MRP49	0.489912
SRP14	-0.46418
RRP9	-1.55155
TRS33	-0.416714
SEC13	-0.391014
APQ13	0
NDE1	-1.21498
HFD1	2.067972
CWC23	0.833936
HCM1	-0.126866
MEC3	0.462386
FYV4	-0.24325
TAF3	0.011594
RFC4	-0.510994
STB1	-0.276496
CYC1	-1.76054
DBF20	0.62348
STE12	-0.327398
PGA2	-1.016312
VPS45	0.499466
POP4	-0.449614
SAE3	0.477104
ARG4	0.567812
PEX4	-0.05089
RPB4	0.044818
NOP53	-1.66558
STB6	-0.252438
UME1	0.330152
DOM34	-0.47692
SCP160	-1.499582
PEX28	-0.023534
TDA7	-0.600344
VTH1	-0.181792
DBR1	0.254946
DNA2	0.641018
TEF4	-1.629606
MLH3	0.57455
BUR2	-0.028858
SSB1	-2.125408
OPI10	2.330046
RPN1	0.198142
FPK1	1.293364
SNR128	-0.556516
TFB5	-0.360334
PML39	0.302518
UBP11	2.056274
RDN5-1	-0.495284
RDN5-2	-0.702618
RDN5-3	-0.77686
RDN5-4	-0.560362
RDN5-5	-0.950152
RDN5-6	-0.747034
ERJ5	0.178838
PCL7	-0.498076
YPF1	0.835688
GDS1	-0.18583
MTW1	0.117304
NPR3	0.431892
IMO32	-0.278948
SHE4	1.090756
DDR48	2.614612
MATALPHA1	0.973994
GAD1	5.206332
GMC1	0.54353
YCK3	0.65373
DRS1	-2.24747
ADD66	0.402736
TAR1	0.18833
FET4	-2.52739
HIS1	-2.029434
SHE1	-0.429224
RNR4	-0.408392
GCD1	-0.82104
GAT3	0
BNI1	-0.016132
GIP1	3.351648
YCT1	0.349702
VTC1	-2.631996
GNP1	0.526472
YRF1-6	-0.436924
CUR1	1.52841
BIT61	0.180478
PPH3	-0.736466
MRPL9	-0.024762
SUR7	-0.669762
IKI1	-0.31888
RTT102	-0.53635
RDL2	-0.45939
SNU56	-0.072708
PSY4	0.269114
THI80	-0.259726
NUP157	-0.290592
PET130	0.792928
SEA4	0.14355
THI5	0.07988
EUG1	-0.515974
ATG16	1.193114
PCD1	1.614324
CUE1	-0.5786
MRM2	0.45676
RLF2	-0.06924
SPC25	-0.243718
NHP10	0.274322
BMT2	-2.305878
RPS21B	-1.554518
MTQ2	-0.83298
VPS41	0.475826
RAD16	0.6107
MRH1	-2.22673
HSX1	0.2198
MUK1	0.929712
DCR2	0.251732
AFT2	-0.320322
RPL17A	-2.112354
AEP1	0.386286
SUI2	-1.345434
UBP9	1.274212
AAP1	0.01788
ERG26	-0.157722
TDA1	2.349946
RPO21	-0.287172
HEL2	-0.190024
HOS2	0.736756
IDH1	-0.18552
IES1	0.441792
TUB3	-0.645512
PFK26	2.40652
MYO2	-0.376146
PDC6	0.384074
SNR82	-0.403606
SNR83	-0.466244
SNR80	-0.36369
SNR81	-0.222482
SNR86	-0.702254
SNR87	-0.312114
SNR84	-0.63386
SNR85	-0.417696
NAT2	-0.316056
BUD4	-0.705144
MAK16	-2.581402
RRN6	-0.668102
ERP4	-0.674732
ATP2	-0.184292
PIB1	0.232156
SYG1	-1.273084
GIM3	-0.699284
SDS24	4.050208
MRE11	0.099892
ARO4	-1.001078
ART10	1.272902
POL1	-1.114946
RNH1	-0.623124
MHF1	0.121468
MIS1	-1.493012
LYS21	-0.93807
ACM1	-0.4534
WTM2	-0.667628
RIP1	1.82972
ESC8	0.355154
RNY1	2.969554
WHI5	-0.425288
SES1	-0.755806
RIM21	-0.195634
HSM3	0.711286
ATP5	-0.227246
SNQ2	0.19015
PDI1	-0.425996
GRE2	5.25597
ETS2-2	0.590806
APC4	0.733544
ALD3	6.297306
MED1	0.017818
NUG1	-2.22174
MAK3	-0.687116
RIX7	-2.22236
HOR7	3.996462
RBS1	-0.595918
SNA4	0.295714
PRE5	0.027618
SIN4	0.332854
RRP36	-2.026064
ADO1	-1.15304
YET3	1.173756
PDR10	1.62585
MED2	0.31059
EFR3	-0.596674
ELO1	0.26736
SHM2	-1.234024
SRL1	-0.19298
MAL12	0.889418
YEA6	0.231086
MPC3	6.480514
TGL2	2.018382
OCH1	0.952046
GYP5	1.354604
MCD4	-0.648256
ABF1	0.772362
RAD10	0.42582
RPT5	0.427214
CSI1	1.333232
ENT2	1.027528
LOA1	-0.343766
MRPL19	-0.372088
SED4	0.269384
FIG2	0.578446
NAM8	0.717148
MNN2	-0.741056
MRPS16	-0.477952
SAM35	-0.09897
