Gene	logFC
BIO5	1.049630768
AIM20	-0.862496476
NCA3	0.516015147
RPL22A	-3.321928095
MNL1	-0.268816758
IRC11	0.137503524
RSM25	-0.286304185
CNE1	-0.304006187
VPS33	0.35614381
TIM13	0.150559677
BUD28	-2.736965594
RPL8B	-2.64385619
CPD1	0.286881148
MTR4	-2.736965594
PUT4	
XPT1	0.831877241
BDP1	-0.200912694
FMP40	1.201633861
REG1	0.970853654
EDS1	0.286881148
FUS3	
BIO4	1.189033824
SGM1	-0.152003093
BNR1	-0.971430848
GRE1	1.722466024
DCN1	1.459431619
SCH9	-0.454031631
RTS1	0.713695815
LYS12	-0.168122759
MHR1	0.713695815
ECM1	-3.836501268
HMT1	-1.736965594
AFG2	-1.286304185
PEP1	-0.556393349
MGT1	1.782408565
CAB3	-0.184424571
RNP1	
SOL4	5.466300829
IRC8	-0.251538767
PHO86	-0.713118852
FMS1	1.803227036
QCR9	1.516015147
MCM22	0.250961574
BMT6	
MAC1	0.604071324
MMT2	
GLO1	1.333423734
CIN1	-0.074000581
SKN7	-0.836501268
DIP2	-3.321928095
SUR2	-1.058893689
SKI2	-0.340075442
PDX3	1.687060688
POP8	
RPL42B	-3.473931188
CUP2	0.310340121
MIF2	0.613531653
MGA1	
TDH1	0.40053793
SET5	-0.120294234
UFD4	0.321928095
ELA1	0.310340121
BIO3	1.811471031
ERP4	0.163498732
ATP5	0.731183242
UBR1	
PMR1	-0.268816758
HAS1	-3.64385619
LIA1	-4.058893689
PRK1	
TTI2	0.163498732
HUA2	0.669026766
PER33	0.176322773
TRM8	-3.184424571
BMT5	-3.058893689
CSG2	0.722466024
BDF1	-0.251538767
ENV10	-0.59946207
YBT1	-2.943416472
PEP8	1.275007047
PDR16	-0.434402824
CCE1	0.201633861
MNT4	1.028569152
UBC7	0.641546029
TRM12	-0.713118852
TYS1	-0.454031631
YRF1-2	-0.074000581
APN2	-0.915935735
MET5	0.070389328
CHS7	0.807354922
RDL1	1.580145484
MRPL11	0.214124805
MSS1	1.097610797
GIS4	0.389566812
BAT1	-0.49410907
PET127	
BFR2	-4.64385619
SCO1	0.5360529
HUR1	-0.340075442
ACK1	0.137503524
TDA1	1.339137385
TIM54	-0.535331733
CDC60	-0.104697379
MMS22	-0.13606155
NEW1	-2.556393349
NPA3	-1.689659879
FYV10	0.918386234
BEM4	-0.217591435
DSE2	-0.152003093
RDL2	0.59454855
SPC3	0.575312331
SFH1	-0.666576266
LDB18	0.333423734
ALG5	
PRP40	1.316145742
CRG1	3.581351247
CSL4	-1.152003093
ROD1	1.23878686
FMC1	0.86393845
TFG1	0.189033824
RRP36	-1
DCD1	-1.120294234
PET309	-0.01449957
SUA5	-1.473931188
GOT1	-0.089267338
ARC19	1.207892852
IML1	0.82374936
MRPL3	0.422233001
YAP1	0.137503524
HGH1	-1.943416472
OPI3	3.185866545
HER2	1.03562391
CHS2	
ZAP1	0.411426246
HOM6	0.847996907
GTB1	1.304511042
RTN2	0.941106311
GMH1	0.464668267
ERG6	0.659924558
BNI4	0.028569152
PKH1	0.641546029
MPD1	0.111031312
HEM3	-1.358453971
SPO14	
URB1	
VPS65	-0.434402824
CSI1	0.90303827
CET1	
BUB1	0.555816155
SGA1	
IKS1	1.469885976
ATP3	-0.377069649
NUP60	-0.556393349
SVS1	-0.200912694
HIS6	-1.59946207
FYV7	-2.321928095
CWC24	-0.785875195
PEX12	0.565597176
MRPL39	0.367371066
MEI4	0
RPO21	-0.49410907
MEF1	0.298658316
JNM1	0.432959407
MOG1	0.713695815
AOS1	0.887525271
COA6	0.5360529
CRH1	1.748461233
BIT61	-0.029146346
SEC23	0.111031312
CRF1	-0.286304185
SWD1	0.475084883
MLH3	-0.104697379
CRP1	-0.13606155
PUT3	0.22650853
MRPL6	0.201633861
HTB1	-0.152003093
HOC1	-0.234465254
ATP7	0.641546029
RPB3	-0.473931188
PEX30	2.241840184
RPB10	-1.029146346
IZH1	-0.49410907
LCB1	-0.358453971
OM14	1.097610797
CDC11	-0.251538767
LRP1	-1.514573173
BPL1	-0.120294234
SET6	1.339137385
GLE1	0.014355293
RPL38	-3.321928095
CLD1	0.933572638
MGM1	-0.415037499
SIN4	0.176322773
KSP1	0.321928095
CRD1	1.176322773
YHC3	
HCS1	-0.01449957
SMX3	-0.13606155
TIM44	-0.058893689
TAP42	0.765534746
MZM1	0.35614381
SWC5	
MIR1	0.275007047
HTA1	-0.434402824
YKE4	1.526068812
IMP3	-0.59946207
NHP2	-2.64385619
FAR8	0.150559677
DAL80	
YTP1	-0.058893689
SKG6	-0.836501268
CWC2	-0.514573173
PRC1	1.541019153
OPI8	0.263034406
DPM1	-0.304006187
LCB5	0.545968369
ATG29	1.23878686
STE4	-0.736965594
RSM28	0.111031312
SSY1	0.773996325
SAM35	0.263034406
CCT4	-0.377069649
VPS63	0.014355293
REV3	
ADK1	-0.395928676
TMA10	1.250961574
APC1	
SHY1	1.14404637
SAS5	-0.358453971
SWD2	-0.76121314
KEX2	-0.556393349
VPS3	
RFA1	0.722466024
MDG1	0.344828497
BNA2	0.948600847
LIP1	0.516015147
CAF4	-0.268816758
GDB1	1.22650853
PAU15	-0.473931188
ALR1	-1.058893689
DYN3	0.070389328
STE12	-0.577766999
YPT6	0.028569152
RPL30	-3.184424571
SIR4	-0.152003093
DAM1	0.555816155
SPR2	
LAP3	1.63691458
RAM2	0.35614381
PUF6	-3.321928095
NBP2	-2.251538767
COP1	-0.184424571
PCF11	-0.713118852
RPL24A	-2.736965594
PBP2	
SPC34	0
ATG13	0.632268215
NMA1	-0.736965594
ARC40	0.815575429
IPI1	
PZF1	-0.089267338
SEN34	-0.689659879
MEX67	-0.454031631
IRR1	0.070389328
AIM41	0.933572638
ITR1	0.137503524
ERG8	0.070389328
THI3	0.604071324
NOP13	-3.64385619
AGA2	0.565597176
KAE1	-0.168122759
SCS2	0.298658316
RED1	
REC102	1.49057013
GAS4	-0.810966176
CWC15	0.286881148
NAM8	1.280956314
LDB17	0.516015147
EMC5	-0.168122759
IVY1	0.475084883
RUD3	-0.535331733
AVT1	0.40053793
SEC20	-0.473931188
RPP1A	-2.058893689
SEC1	0.454175893
VHC1	0.910732662
TDA7	0.839959587
RPO26	-1.689659879
RPS28B	-2.321928095
FSH2	-0.168122759
MRPL23	0.584962501
UBA1	0.807354922
HRT1	0.704871964
NPL4	0.992768431
ABD1	0.35614381
RTC3	1.521050737
MLC2	0.443606651
GLO3	-0.184424571
RPN5	0.545968369
NEJ1	-0.13606155
RPB2	-0.943416472
HOP2	
TRP3	2.13422094
SPT6	-0.836501268
GAP1	7.852123719
MPP10	-2.556393349
NOP14	-4.64385619
MRPL22	0.389566812
RFC1	-0.836501268
LCD1	0.201633861
RPL13A	-3.321928095
RPF1	-0.971430848
TRM82	-0.836501268
PDR8	0.454175893
MED7	
UBP8	-1.556393349
RPS16B	-3.058893689
GAR1	-3.184424571
SEC5	
SEC66	-0.454031631
MIG1	-0.104697379
UTR2	0
PRP5	0.464668267
YCK3	0.201633861
HKR1	0.23878686
SKI3	0.070389328
SAG1	-0.200912694
MRE11	
RPC40	-2.321928095
SAC1	-0.120294234
SMY2	-1.473931188
DSE1	0.150559677
ATG9	1.941106311
NBA1	0.713695815
FMP48	
RPS3	-2.943416472
PFK27	-0.058893689
DOA1	0.250961574
RPS23A	-2.395928676
STE13	0.516015147
RPS22A	-4.321928095
YEF1	7.406587689
NUP57	-0.713118852
ARO80	1.604071324
BOP2	2.217230716
MRPL44	-0.251538767
RPL27A	-3.321928095
PDR5	-1.184424571
UMP1	0.40053793
SUB2	-0.49410907
ERT1	-0.556393349
TAF10	-0.104697379
SIP1	
YRA2	0.378511623
APL1	0.201633861
MRP21	-0.321928095
DBF20	
PNC1	2.707082992
GDA1	-1.251538767
RSP5	0.163498732
SEC22	0.659924558
SDH5	1.726831217
DIA4	0.613531653
SLP1	-0.473931188
MAP2	0.163498732
MRD1	
BSC6	
MIC27	0.275007047
NDE2	4.141596278
CDC37	0.137503524
NSA2	-3.184424571
CAD1	1.310340121
RPS14B	-2.556393349
ISN1	1.560714954
RTC1	-0.621488377
OXP1	0.963474124
POL31	0.389566812
STB3	0.622930351
SOP4	-0.59946207
FCY21	0.201633861
OCH1	1.182692298
THP1	-0.556393349
TAF7	
VPS29	0.5360529
AVT4	1.906890596
CEM1	3.473786912
PTC5	0.286881148
DYN2	0.275007047
DSC2	0.526068812
MUP1	-2.395928676
NFI1	-0.340075442
ARD1	-0.434402824
CDC33	
HLJ1	-0.862496476
DEG1	-1
TRM44	-1.217591435
SUI2	-0.915935735
LUC7	0.650764559
RPL32	-1.251538767
PIS1	0.201633861
APA1	-0.666576266
SWD3	-0.074000581
IES6	0.214124805
DNF3	
SPB4	-1.689659879
LCP5	-2.120294234
MCR1	1.049630768
PHO85	1.063502942
ROX3	-1.251538767
URA1	-2.556393349
POL1	-0.377069649
GPP2	0.713695815
RSC1	-0.251538767
PUP1	0.014355293
MTF1	0.124328135
MHO1	2.493134922
ASM4	-0.377069649
ECM31	-0.120294234
LST7	
INP2	
TMA46	-2.64385619
MSH4	
VFA1	0.941106311
SNX41	1.014355293
TDH2	
RRP5	-2.556393349
SVL3	-0.473931188
SPO13	
JEN1	
EHT1	
MET4	0.23878686
GLY1	-0.943416472
LRE1	0.526068812
CDC6	
GPM1	0.084064265
DUS1	-2.64385619
SRY1	4.978653265
LEU4	2.531069493
RGC1	0.475084883
PBN1	1.339137385
OPI7	
THO1	0.855989697
MSS11	-0.577766999
ECM3	-0.168122759
SAK1	-0.785875195
SRL4	
PET123	0.070389328
MIP6	
VHR2	-1.058893689
BCP1	-0.268816758
NUR1	0.263034406
FRD1	0
PEF1	0.807354922
SME1	-1.736965594
YSC84	1.847996907
TDA9	-0.888968688
ATG18	0.584962501
PAU4	0.807354922
VTC2	0.124328135
RRG8	0.250961574
ELO1	0.189033824
PAH1	
GRX6	0.799087306
RPN9	0.422233001
MDM20	-0.666576266
COS9	1.13093087
FZO1	
RRT16	1.367371066
ICL1	-0.535331733
TFC6	-1.089267338
TCA17	-1.943416472
BNA7	0.056583528
BRX1	-3.836501268
EMC4	0.40053793
SPR3	
ROG3	0.941106311
SEC4	0.454175893
MAK3	-0.200912694
INP52	-0.043943348
IMG2	-0.304006187
POT1	-0.888968688
ARF3	-1.058893689
NHP6A	-0.13606155
SRP102	-0.168122759
YSC83	-0.59946207
RKI1	-5.058893689
SPB1	-2.321928095
TIF35	-1.434402824
UBP12	-0.251538767
RSM22	0.014355293
ARG4	5.01346226
PES4	0.422233001
COG6	0.59454855
RSA4	-1.089267338
BRN1	0.176322773
MRI1	-0.888968688
BDH1	1.82374936
RRT13	
ESC2	0.443606651
FES1	-1.321928095
PAU2	0.807354922
MNE1	0.839959587
TAN1	-0.454031631
ZRT2	-0.304006187
AVO1	0
YAF9	
CDC40	0.042644337
KAR4	-0.415037499
RAD28	0.23878686
PHO90	-2.251538767
DED81	-0.535331733
MLH1	0.275007047
BLM10	-0.286304185
PMA2	-0.074000581
SSK22	0.389566812
BNA4	0.389566812
CLB2	-0.577766999
PEX34	0.526068812
MBB1	1.835924074
BDH2	0.941106311
TUB1	0.748461233
RGI1	-0.13606155
BSC3	0.097610797
CEP3	0.084064265
EXO84	-0.029146346
HIS2	1.03562391
CUE2	
RPS7A	-3.058893689
MEK1	0.014355293
SEC15	-0.13606155
SLX5	0.070389328
ACE2	-0.043943348
RPS27A	-3.321928095
EGD1	-1.152003093
BOP3	-0.217591435
ESF1	-2.184424571
SUC2	-0.286304185
SMC1	0.070389328
SMK1	0.35614381
ATP1	0.731183242
GDH3	2.713695815
ALO1	-0.377069649
MOT2	0.344828497
ULI1	
ALD3	2.140778656
MIX14	1.459431619
NOP19	-1
USB1	1.367371066
ADE5,7	-0.736965594
NOP1	-3.184424571
APE2	1.604071324
FRE4	0.422233001
FLO9	0.286881148
BUD2	0.137503524
NUP1	-1.058893689
PRD1	0.925999419
PST2	1.735522177
TSC13	-0.104697379
RFT1	-0.621488377
SIF2	0.40053793
RPE1	0.014355293
YRF1-4	
CDC4	0.137503524
SEC8	0.432959407
TFB6	
MET31	-1.321928095
ERS1	-0.234465254
PHO80	0.176322773
FYV5	-1.434402824
HAP3	-0.074000581
NIT1	1.996388746
AIM33	
ARG5,6	2.659924558
COF1	0.411426246
GCN5	-0.058893689
SOG2	-0.713118852
YIP3	0.056583528
IZH2	0.622930351
SPO74	-0.915935735
PUP2	0.659924558
MTO1	-0.358453971
RCN1	0.40053793
YMC2	0.5360529
ECO1	
YRF1-5	0.124328135
TFB4	0.070389328
CKI1	1.794935663
FUB1	0.176322773
KRR1	-3.184424571
PIM1	-0.736965594
KEI1	0.042644337
VID24	0.189033824
CDC14	-0.76121314
MBR1	0.790772038
MRH1	0.575312331
FRE6	0.695993813
KTR1	-0.862496476
MSC6	
HSP10	0.097610797
ALB1	-3.321928095
LAP2	1.163498732
PFA4	0.23878686
LYS14	1.361768359
HAP2	0
HIR3	0.163498732
UFO1	0.641546029
MTC1	0.070389328
FLO5	0.201633861
BRR1	0.910732662
PDC5	-0.217591435
PAT1	-0.577766999
TOS6	0.378511623
MCM2	0.028569152
ROK1	-3.473931188
YPR1	
YJU3	0.475084883
AQY2	-0.736965594
ENO1	0.111031312
CDC7	-0.234465254
SFM1	
RPL18B	-2.395928676
XRS2	-1.785875195
COQ6	1.097610797
FIG1	-0.234465254
ERP3	0.50589093
PHO88	-0.736965594
SLM2	0.275007047
LSM1	-0.120294234
PTR3	1.056583528
YMC1	1.15704371
GDS1	-1.556393349
SLX4	-0.286304185
SIN3	-0.152003093
XYL2	1.275007047
SNF2	-0.514573173
NUP49	-0.473931188
YJU2	
IML3	0.214124805
ARO3	1.914564523
TIS11	
CSE1	-0.888968688
RPB11	-0.01449957
RPS19B	-2.64385619
SPT5	-0.104697379
SEO1	-0.152003093
USV1	1.201633861
XRN1	-1.089267338
EHD3	0.765534746
FAT1	0.722466024
OSH2	-0.200912694
NCL1	-1.736965594
SDL1	2.150559677
GCD14	-2.058893689
RAD33	-0.268816758
CIR2	
MAK31	0.555816155
CST26	-0.340075442
RGR1	-0.184424571
CWP1	1.910732662
GND2	0.748461233
SNX3	0.310340121
AHC1	
SKG1	0.201633861
ALG11	0.214124805
TOP1	-0.535331733
PAU8	
FAS2	-0.915935735
PTC6	0.757023247
MTM1	0.286881148
RRN10	0.056583528
PMT4	-0.415037499
AIM3	-0.49410907
YPK9	
SFB2	0.201633861
RKM5	
RPC10	-1.152003093
QDR3	1.974529312
HIP1	-0.251538767
BUD13	0.084064265
CMD1	-0.434402824
KRS1	-0.043943348
BNA3	
NIT2	0.389566812
CSI2	0.137503524
ERV25	0.333423734
SSO1	0.722466024
TDH3	-0.13606155
SAE2	0.056583528
RAD2	0.35614381
ENA5	0.163498732
LSM2	-0.621488377
DSE4	0.773996325
SPT10	0.263034406
YCT1	0.678071905
HAP5	
PHO12	-2.321928095
NHA1	0.275007047
SIR1	0.622930351
YPT11	0.632268215
TCM62	0.454175893
RFU1	-1.434402824
MTC2	0.389566812
NUP82	-0.358453971
SLS1	1.933572638
MGM101	-0.377069649
BXI1	1.735522177
RSF1	2.070389328
UBX2	1.056583528
NSL1	-0.321928095
PDX1	0.918386234
UTP11	-2.736965594
ENA2	0.214124805
RPL19B	-2.120294234
CDC10	0.782408565
RPS4A	-2.251538767
RPS10A	-3.473931188
PEX28	0.773996325
PBS2	-0.029146346
UGA4	4.601102203
EIS1	0.839959587
VMA11	0.22650853
VTS1	
IMD2	-0.888968688
HST3	0.516015147
FLO10	
COQ10	0.485426827
GIP1	0.321928095
MTC6	0.333423734
BUD20	-2.64385619
JLP1	1.438292852
LAS21	0.713695815
SPT23	0.422233001
NAR1	-0.454031631
MDM12	
TRM9	
XKS1	
AIM24	
MRPL8	0.432959407
BSC5	2.508428653
RRS1	-3.473931188
TRK1	-0.473931188
TAF11	0.389566812
BUB3	-0.152003093
NFT1	-0.621488377
MRPS18	0.613531653
ZTA1	0.056583528
ZWF1	0.933572638
MRPL32	0.485426827
MAK11	-2.251538767
MCK1	
HOF1	-0.321928095
RVB2	-0.76121314
YCP4	0.731183242
UAF30	-1.251538767
SPO12	-0.415037499
RPL10	-1.556393349
SHR3	-0.043943348
ENV7	1.111031312
PPZ1	0.516015147
STI1	-0.862496476
SKI6	-0.888968688
SPO16	-0.043943348
MPT5	-0.535331733
NOP6	-1.785875195
PAU24	-0.058893689
CDC16	0.344828497
HMS2	0.189033824
DAP1	0.847996907
CIN5	-0.76121314
VBA5	-0.058893689
KRI1	-1.736965594
CHS5	0.895302621
ARP9	-0.377069649
FYV8	0.687060688
TOS3	0.454175893
EAF6	
FMP23	5.035183997
DLS1	-0.13606155
CIT2	3.818646083
COS2	0.773996325
OYE3	0.464668267
JIP3	0.555816155
ATG2	1.339137385
COX20	1.475084883
TIM18	-0.64385619
PRR2	
BAT2	3.432959407
SUI3	
PSP2	
SNG1	1.589763487
ACF4	0.310340121
MPM1	1.09085343
RPS11B	-2.64385619
COX10	0.111031312
RTT107	-1.120294234
FMP25	0.495695163
SEH1	0.35614381
SLA2	0.650764559
GEX2	0.35614381
STB1	0.111031312
REB1	-0.454031631
BOS1	0.150559677
GDH2	2.715893371
SUI1	-1.836501268
URA6	-0.321928095
MID2	1.028569152
IMP2	0.411426246
RPC82	-1.217591435
HEM1	-0.473931188
SSM4	-0.434402824
MUM3	-0.304006187
YSP1	
RPS25B	-1.689659879
MIH1	-0.168122759
YNG2	-0.043943348
YPP1	-0.713118852
RTN1	-0.785875195
LIN1	-0.120294234
RRI1	1.10433666
CWC25	0
PAN3	0.613531653
MRPL40	0.111031312
YAR1	-1.689659879
OST6	0.201633861
RPC53	-0.321928095
NIP100	-0.713118852
BUD7	-0.13606155
SIC1	-0.074000581
MSN2	0.604071324
UTH1	-0.058893689
MSR1	
BUD30	-3.473931188
PMT6	0.454175893
BUD14	-0.268816758
RHO5	0.464668267
TIM22	1.214124805
COG2	-0.120294234
SHB17	-0.59946207
SAT4	-0.286304185
QCR2	0.879705766
GPX1	
ULP2	0.124328135
RCN2	0.86393845
THI2	
UTP18	-2.120294234
RVS161	0.82374936
LYS4	-1.321928095
REC104	
CCS1	0.411426246
MCT1	1.23878686
RPL28	-2.556393349
VPS75	-0.168122759
HXT4	-0.415037499
KEL1	-0.377069649
STE18	0.59454855
MEP1	2.735522177
AQY1	0.321928095
VPS73	1.839959587
SPT14	0.678071905
NUP2	-0.810966176
HPA2	
ADE1	0.739848103
TRE1	1.09085343
BCY1	0.669026766
PRP42	0.176322773
SGD1	-2.395928676
SUB1	0.214124805
UIP5	-0.395928676
NOC3	-3.184424571
TCD2	-1.217591435
SEC7	-0.621488377
SAS10	-3.473931188
FMN1	1.23878686
IPI3	-2.943416472
RPA49	-3.058893689
DCS1	1.5360529
ODC2	0.275007047
EMC2	0.613531653
AHT1	0
OPT2	3.86393845
CUP9	0.526068812
CAP2	1.454175893
TDA11	1.655351829
DTD1	0.389566812
VRP1	0.475084883
CMS1	
ARC1	-0.200912694
TFA1	-0.058893689
HXT1	-1.888968688
NPR1	1.384049807
HEM2	0.250961574
PPT1	-2.736965594
PET10	2.469885976
MPA43	-1.058893689
MAE1	-1.358453971
ARG8	-0.713118852
DSC3	-0.01449957
ALG7	-0.104697379
HSP42	1.803227036
MSH5	
YCS4	-0.689659879
CKA1	-0.168122759
MRPL7	0.485426827
RPB8	-1.836501268
MLC1	0.189033824
THI73	0.321928095
KIN3	0.555816155
SEC26	0.070389328
BIR1	0.201633861
RMD9	-1.089267338
CBC2	
OPI9	0.613531653
PPM2	
SUP35	
COM2	0.678071905
CLB3	-0.377069649
PIG1	0.622930351
ASN2	-0.13606155
MET3	0.565597176
RPS10B	-3.058893689
SOM1	2.263034406
RAM1	0.495695163
HXT5	1.09085343
ARG82	-0.888968688
CDC15	
MRPL19	-0.268816758
GPX2	0.298658316
NAP1	-0.074000581
CST6	0.298658316
PPQ1	-0.321928095
RRP40	-1.358453971
SSL1	0.35614381
ISW1	
CMR1	0.464668267
PRM2	
RIB4	0.622930351
FRE2	
ISU2	0.111031312
SSK1	1.207892852
PEP5	-0.321928095
UBX3	1.704871964
ATG21	0
FMP46	1.084064265
RPS26B	-1.785875195
MCM5	0.23878686
MTR10	-0.514573173
HMO1	0.344828497
PMD1	-0.029146346
ERG25	
NOT3	-0.621488377
PNS1	-0.49410907
DST1	0.137503524
UBP10	-0.358453971
FUS2	-0.200912694
SFB3	-0.59946207
RSM24	0.124328135
ELP4	-0.689659879
DTR1	-0.152003093
ADE6	-0.358453971
RNA15	-0.49410907
RRT2	0.23878686
SGE1	1.344828497
SMD2	
RPL14B	-2.836501268
MCH2	0.545968369
NOP8	-2.120294234
RPS6B	-3.184424571
HER1	0.815575429
NSE1	-0.152003093
SRP14	-0.251538767
ENP1	-3.836501268
RML2	0.613531653
CYM1	1.117695043
DBP9	-2.736965594
ARR1	0.344828497
YRR1	-0.058893689
SWT21	-0.029146346
CTR9	-0.251538767
MCP1	0.695993813
PAM18	-1.029146346
TRI1	-0.888968688
GPI14	
COX18	0.622930351
UTP8	-2.836501268
GLC7	-0.168122759
TED1	0.163498732
CLB5	-0.434402824
HSE1	0.344828497
FMP30	0.516015147
SMP1	
PMT5	0.070389328
HIS7	1.655351829
TRA1	-0.340075442
NGG1	-0.689659879
YSH1	-0.029146346
STE7	0.925999419
REX4	-2.556393349
RIM8	1.22650853
KAR1	-0.666576266
LAG1	-0.395928676
RNH1	-0.377069649
TMA22	-0.535331733
SPT4	-0.621488377
VMA8	0.757023247
RNA1	-0.64385619
DDP1	0.871843649
PSF3	0.286881148
WTM2	-0.621488377
RLP24	-3.473931188
ARO4	-1.120294234
UBC1	-0.434402824
GET4	
RPS27B	-3.321928095
SRP1	-0.321928095
PEX11	1.269033146
PAU16	0.613531653
SYF2	-0.514573173
NOP15	-2.836501268
THI22	0.641546029
MSD1	0.35614381
YPC1	
AFG1	0.695993813
ALD2	2.560714954
WWM1	0.895302621
NPL3	0.722466024
IRA2	
ILV3	-0.473931188
MRP4	0.176322773
SYH1	-0.49410907
PMT1	-0.058893689
MAK10	-0.666576266
SDH4	1.914564523
ALG13	0.933572638
SPT20	0.310340121
CYB5	-0.514573173
TAF9	0.411426246
OPI6	-0.358453971
AXL1	
CSN9	
VHT1	0.887525271
RNR1	-0.514573173
RPT6	0.5360529
EAR1	-0.304006187
GDI1	0.575312331
ATG19	1.726831217
ESS1	0.526068812
ISM1	-0.168122759
SEY1	-0.454031631
MBA1	-0.234465254
SSE1	-0.268816758
TDA2	0.925999419
